,url,stars,material
144,https://shop.lululemon.com/p/women-tanks/All-Tied-Up-Tank-Wash-MD/_/prod9980094,"['48', '9', '7', '1', '2']","['92% Pima cotton', '8% Lycra® elastane']"
145,https://shop.lululemon.com/p/tops-long-sleeve/Back-In-Action-LS-Veil-MD/_/prod10260088,"['3', '2', '0', '0', '3']","['55% Viscose', '45% Polyester', '35% Polyester', '65% Viscose']"
146,https://shop.lululemon.com/p/tops-long-sleeve/Rise-and-Run-Long-Sleeve-MD/_/prod10390230,"['26', '6', '8', '3', '2']","['73% Nylon', '27% Xtra life lycra® elastane']"
147,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-12-Zip-20-Cool-MD/_/prod10280098,"['0', '0', '0', '0', '0']",['None listed']
148,https://shop.lululemon.com/p/women-tanks/Cinch-it-Up-Tank-Top-MD/_/prod10390331,"['17', '3', '5', '0', '2']","['92% Pima cotton', '8% Lycra® elastane']"
149,https://shop.lululemon.com/p/tops-long-sleeve/All-Days-Shirt-MD/_/prod10300067,"['6', '2', '3', '1', '0']","['59% Polyester', '22% Cotton', '19% Lyocell']"
150,https://shop.lululemon.com/p/women-tanks/Swiftly-Breathe-Crop-Tank-US-City-MD/_/prod10420051,"['8', '0', '1', '1', '0']","['64% Nylon', '33% Polyester', '3% X-static® nylon']"
151,https://shop.lululemon.com/p/womens-t-shirts/Clear-Intention-Shirt-MD/_/prod9920074,"['2', '2', '2', '0', '4']",['None listed']
152,https://shop.lululemon.com/p/women-tanks/To-The-Beat-Tank-MD/_/prod9201249,"['0', '1', '2', '0', '0']",['None listed']
153,https://shop.lululemon.com/p/tops-long-sleeve/Azal-LS-Print-MD/_/prod10260125,"['0', '0', '0', '0', '0']","['93% Recycled nylon', '7% Elastane']"
154,https://shop.lululemon.com/p/women-tanks/Esker-Cropped-Tank-MD/_/prod9491557,"['5', '2', '0', '2', '2']","['80% Tencel® lyocell', '15% Linen', '5% Elastane']"
155,https://shop.lululemon.com/p/tops-long-sleeve/Ever-Ready-Long-Sleeve-Modal-MD/_/prod10410024,"['27', '1', '1', '2', '0']","['95% Modal', '5% Elastane']"
156,https://shop.lululemon.com/p/men-ss-tops/Sarala-SS-Tee-MD/_/prod10210191,"['1', '1', '1', '1', '1']","['65% Recycled nylon', '30% Nylon', '5% Elastane', '80% Tencel® lyocell', '15% Linen', '5% Elastane']"
157,https://shop.lululemon.com/p/womens-t-shirts/Cates-Tee-Veil-MD/_/prod10210207,"['14', '2', '1', '0', '1']","['55% Viscose', '45% Polyester', '35% Polyester', '65% Viscose']"
158,https://shop.lululemon.com/p/women-tanks/Adapt-to-You-Tank-MD/_/prod10140105,"['29', '8', '4', '1', '2']","['92% Pima cotton', '8% Lycra® elastane', '92% Lenzing® modal', '8% Elastane']"
159,https://shop.lululemon.com/p/tops-long-sleeve/Full-Day-Ahead-Shirt-MD/_/prod9710365,"['104', '52', '36', '38', '58']","['61% Cotton', '32% Polyester', '7% Lycra® elastane']"
160,https://shop.lululemon.com/p/women-tanks/Sheer-Will-Tank-Pulse-MD/_/prod9790034,"['42', '15', '6', '3', '7']","['73% Nylon', '27% Xtra life lycra® elastane']"
161,https://shop.lululemon.com/p/women-tanks/Stronger-as-One-Muscle-Tank-MD/_/prod10070226,"['21', '2', '3', '2', '9']","['75% Polyester', '19% Lyocell', '3% Lycra® elastane', '3% X-static® nylon']"
162,https://shop.lululemon.com/p/women-tanks/Dynamic-Days-Tank-MD/_/prod10040063,"['3', '1', '5', '1', '1']","['78% Nylon', '22% Lycra® elastane', '100% Polyester']"
163,https://shop.lululemon.com/p/tops-long-sleeve/LAB-Kosaten-LS-MD/_/prod10000130,"['9', '0', '3', '1', '6']","['80% Tencel® lyocell', '15% Linen', '5% Elastane']"
164,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-Short-Sleeve-2-TYO-MD/_/prod10420052,"['0', '0', '0', '0', '0']","['50% Nylon', '44% Recycled polyester', '3% Elastane', '3% X-static® nylon']"
